1430	50.1463	786.743	29880.6	35.6799		14.1586  0.2438		   50.8335   0.2401	-0.662
1530	81.6002	462.661	28992.9	58.8703		23.6086  0.4589		   82.7954   0.5131	-0.788
1630	120.706	293.11	31352.9	100.488		38.2282  0.6123		   130.242   0.6015	-0.659
1730	197.47	456.412	71145.1	146.439		57.6203	 0.8116		   200.743   1.032	-0.630 
1930	170.989	210.387	28460.8	127.086		50.3928  0.783 		   174.149   0.9182 	-0.819


						129.162  6.733   	     588.082  6.867 	-0.730
       

